product_desc,revenue,qty,mass_kg,transactions,cum_revenue,cum_pct,rank,abc_class
375g Sausages Combo,26997.12,317.0,0.0,211,91786321.38000008,93.39022016907754,383,B
Cheese Russian Combo,26614.3,369.0,0.0,131,91812935.68000008,93.41729953449142,384,B
Smoked Pork Neck Roast p/kg,26441.96,197.0,246.64,167,91839377.64000008,93.44420354838994,385,B
Beef Biltong Sticks p/kg,26016.09,644.0,93.6,499,91865393.73000008,93.4706742505219,386,B
Clover Pro Chs Slce 10x84x13.63g,25918.88,138.0,157.69,78,91891312.61000007,93.49704604398026,387,B
Eskort Mustard Belly Bites P/Kg,25734.94,457.0,182.5,236,91917047.55000007,93.52323068322174,388,B
Eskort Deli Crumbed Pork Fingers 1Kg,25586.54,270.0,270.0,193,91942634.09000008,93.54926432928184,389,B
Jimmy's Sauces Chips/Burger 750ml,25504.399999999998,438.0,328.5,374,91968138.49000008,93.57521440000556,390,B
RTE - Cooked Gammon P/Kg,25247.68,788.0,170.60999999999999,259,91993386.17000009,93.60090326473515,391,B
Fanta Orange 440ml,25215.13,1940.0,853.6,1056,92018601.30000009,93.62655901067733,392,B
Gold Medal Pork Sausages 375g,25145.31,726.0,273.65,350,92043746.61000009,93.6521437165661,393,B
Kenny's Pork Crackling Kaiings BBQ per kg,25047.67,439.0,89.71000000000001,364,92068794.28000009,93.67762907626734,394,B
Sliced French Polony 180g,25031.97,2031.0,365.58,752,92093826.25000009,93.70309846162257,395,B
French Polony 4 x 2kg,24981.37,115.0,920.0,32,92118807.6200001,93.72851636277983,396,B
Till Rounding,24737.75,0.0,0.0,3805,92143545.3700001,93.75368638685589,397,B
Switch Energy Kiwi Mango Strawberry 500ml,24408.09,2180.0,1089.5,1001,92167953.4600001,93.77852099036473,398,B
Clover Hamper (5Kg),24312.01,143.0,715.0,80,92192265.4700001,93.80325783494588,399,B
Eskort Red Viennas 125g,24310.95,2866.0,361.44,1016,92216576.4200001,93.82799360100431,400,B
French Polony 24 x 250g,24152.18,105.0,906.0,87,92240728.60000011,93.85256782267321,401,B
Sprite 440ml,24011.78,1836.0,807.84,981,92264740.38000011,93.87699919095483,402,B
Eskort Shoulder Bacon 25 x 200g,23834.399999999998,44.0,220.0,35,92288574.78000012,93.9012500796508,403,B
Chief Chicken Viennas Combo,23823.75,274.0,0.0,80,92312398.53000012,93.9254901322458,404,B
Tex Large 40g,23649.47,1847.0,73.88,1151,92336048.00000012,93.94955285942537,405,B
Eskort BBQ Spiced Espetada P/Kg,23440.96,309.0,196.44,165,92359488.96000011,93.97340343304526,406,B
Chopped Ham Roll 6 x 1kg,23348.93,83.0,498.0,63,92382837.89000012,93.99716036850829,407,B
Eskort Marinated Mini Ribs 1Kg,23261.14,333.0,333.0,148,92406099.03000012,94.0208279799053,408,B
Eskort Prego Marinated Rashers P/Kg,23002.12,466.0,165.99,262,92429101.15000013,94.04423204511741,409,B
Eskort Porchetta Wrapped with Bacon P/Kg,22814.66,203.0,184.55,148,92451915.81000012,94.0674453746032,410,B
Eskort Red Viennas 4 x 2kg,22791.99,63.0,448.0,13,92474707.80000012,94.09063563794732,411,B
Eskort Jalapeno Twisters P/Kg,22775.33,459.0,226.14,256,92497483.13000011,94.11380895017015,412,B
Breakfast Box 900g,22475.600000000002,198.0,178.20000000000002,157,92519958.73000011,94.13667729483059,413,B
Heidelberger Thin Boerewors p/kg,22362.19,478.0,228.19,302,92542320.9200001,94.15943024773428,414,B
Eskort Mini Frikkadels 650g Unit,21957.61,333.0,216.45000000000002,233,92564278.5300001,94.18177155089859,415,B
RTE: RACK OF RIBS & CHIPS,21868.29,134.0,536.0,55,92586146.82000011,94.20402197326126,416,B
GRATED CHEDDAR P/Kg (500g),21618.48,347.0,184.28,257,92607765.30000012,94.22601822037703,417,B
Tapas Box 1.2Kg,21546.260000000002,155.0,186.0,128,92629311.56000012,94.24794098550115,418,B
Transport Zone 5 : 51 - 75 KM,21520.75,33.0,33.0,10,92650832.31000012,94.26983779485668,419,B
Chopped Ham Roll 12 x 500g,21397.760000000002,75.0,450.0,60,92672230.07000013,94.29160946505199,420,B
Spath - Salami Sticks p/kg,21368.7,307.0,65.52,269,92693598.77000013,94.31335156744505,421,B
Cocktail Ribs Combo Deal,21225.04,125.0,0.0,53,92714823.81000014,94.33494749948477,422,B
Russian Sausages 12 x 500g,21168.09,40.0,240.0,28,92735991.90000014,94.35648548636492,423,B
Eskort Tomato Sauce 500g,21162.59,627.0,313.5,473,92757154.49000014,94.37801787713659,424,B
Value Add Special 2 P/Kg,21094.41,499.0,606.57,136,92778248.90000014,94.39948089651264,425,B
Legacy Springboks Doypack 200g,21092.14,1893.0,378.6,528,92799341.04000014,94.42094160622213,426,B
Prego Sosaties p/kg,21088.97,369.0,171.96,191,92820430.01000014,94.44239909053817,427,B
Clover Milk Full Cream 6 x 1litre,20918.1,190.0,190.0,132,92841348.11000013,94.46368271902602,428,B
Eskort Footlong Cheese Russian (6x1kg) Carton,20916.82,44.0,264.0,33,92862264.93000013,94.48496504514681,429,B
EDFP - Bacon 500g,20850.19,242.0,0.0,85,92883115.12000012,94.50617957695712,430,B
Eskort Mini Frikkadels BBQ Sauce 450g,20660.72,419.0,188.55,263,92903775.84000012,94.52720132791784,431,B
Powerade Orange 500ml,20619.850000000002,1449.0,724.5,823,92924395.69000012,94.54818149470522,432,B
Grapetiser 300ml,20551.14,1048.0,344.7,654,92944946.83000012,94.56909175083565,433,B
Eskort Kapana Polony 250g,20524.76,2393.0,598.25,734,92965471.59000012,94.58997516599489,434,B
Smoked Viennas 12 x 500g,20435.91,67.0,402.0,49,92985907.50000012,94.6107681785654,435,B
Spice Worcester Sauce Sprinkle Crown National 200g,20430.91,1024.0,204.8,713,93006338.41000012,94.63155610376457,436,B
Rib Eye Steak With BBQ Rub P/Kg,20366.43,400.0,202.34,258,93026704.84000012,94.65227842222293,437,B
Stoney 440ml,20328.63,1518.0,667.9200000000001,849,93047033.47000012,94.67296228015397,438,B
Clover IWS Cheese Gouda 180g,20248.1,665.0,119.7,423,93067281.57000011,94.69356420088218,439,B
Bonaqua Berry 750ml,20192.65,1383.0,1037.25,921,93087474.22000012,94.71410970266223,440,B
Monster Doctor 500ml,20175.579999999998,985.0,492.5,703,93107649.80000012,94.73463783615652,441,B
Crown National Spice BBQ with Garlic 200g,20138.45,929.0,185.8,687,93127788.25000012,94.75512819083124,442,B
Combo Deal 19,20138.3,91.0,0.0,27,93147926.55000012,94.77561839288482,443,B
Eskort Pepper Pork Pie 800g,19824.69,174.0,139.20000000000002,138,93167751.24000011,94.79578950483317,444,B
Appletiser 300ml,19752.2,986.0,322.17,671,93187503.44000012,94.81588686007184,445,B
Champion French Polony 750g,19740.93,852.0,639.0,506,93207244.37000012,94.83597274837551,446,B
Smoked Chicken Roll 4 x 2.5kg Box,19739.19,30.0,300.0,23,93226983.56000012,94.85605686627393,447,B
Eskort Chicken Vienna 12 x 500g,19610.57,50.0,300.0,44,93246594.13000011,94.87601011663199,448,B
RTE: HALF RACK OF RIBS & CHIPS,19450.22,221.0,386.75,90,93266044.35000011,94.89580021499117,449,B
Bonaqua Lemon 750ml,19326.02,1338.0,1003.5,889,93285370.37000011,94.91546394304623,450,B
Pickled Eisbein p/kg,19146.98,271.0,384.39,115,93304517.35000011,94.93494550250836,451,B
Beef Biltong (J) P/Kg,19145.12,165.0,55.69,141,93323662.47000012,94.95442516946832,452,B
Spice Portuguese Peri-Peri Crown National 200g,19067.56,740.0,740.0,561,93342730.03000012,94.97382592112406,453,B
Crown National BBQ Six Gun Grill 375ml,18953.36,544.0,205.73,415,93361683.39000012,94.9931104772184,454,B
Liver Spread 24 x 250g,18937.55,80.0,480.0,70,93380620.94000012,95.01237894704452,455,C
Eskort Pulled Pork Pie 800g,18863.6,166.0,132.8,124,93399484.54000011,95.03157217464853,456,C
Combo Deal 16,18849.84,271.0,0.0,32,93418334.38000011,95.05075140180662,457,C
Spath's Salami Pepper kg,18797.7,416.0,61.76,299,93437132.08000012,95.06987757785636,458,C
Crown National - Six Gun Grill Hot 200g,18661.53,825.0,165.0,584,93455793.61000012,95.08886520443502,459,C
RTE: 5 Samoosas Tub,18428.18,1109.0,0.0,254,93474221.79000013,95.10761540339323,460,C
Pickled Pork Shanks p/kg,18218.17,275.0,351.39,152,93492439.96000013,95.12615192258036,461,C
Gold Medal Pork Sausages Mini Pork 375g,18187.21,432.0,162.68,281,93510627.17000012,95.14465694076416,462,C
Red Viennas 250g,18173.03,1600.0,394.75,417,93528800.20000012,95.16314753116283,463,C
Dry Wors (J) P/Kg,18149.93,477.0,55.55,305,93546950.13000013,95.18161461790594,464,C
Eskort Smoked Pulled Pork 500g,18149.74,221.0,110.5,177,93565099.87000012,95.2000815113289,465,C
Pepsi Cola 500ml,18092.190000000002,1697.0,848.5,822,93583192.06000012,95.21848984910774,466,C
Spath's Salami Cervelat p/kg,17999.98,408.0,59.06,270,93601192.04000013,95.23680436558433,467,C
Pork Belly Roast Rind-On P/Kg,17906.62,172.0,186.74,106,93619098.66000013,95.25502389066325,468,C
Eskort Mini Frikkadels 350g,17857.16,420.0,147.0,315,93636955.82000013,95.27319309146486,469,C
GMPS 750g Combo,17820.64,142.0,0.0,107,93654776.46000013,95.2913251341062,470,C
KALAHARI PEPPER GRINDER REFILL 200g,17817.19,256.0,100.1,237,93672593.65000013,95.30945366646132,471,C
Eskort Butter Style Pork Curry 800g,17795.71,153.0,122.4,115,93690389.36000012,95.32756034346914,472,C
Curry Brawn 4 x 2.5kg,17704.86,40.0,400.0,35,93708094.22000012,95.34557458293972,473,C
Festive Smoked Belly Kebabs  P/Kg,17680.03,259.0,116.89,137,93725774.25000012,95.36356355852422,474,C
Miami - Mango Atchar (Hot) 400g,17653.49,505.0,202.0,424,93743427.74000011,95.38152553034163,475,C
Combo Deal 11,17527.61,336.0,0.0,63,93760955.35000011,95.3993594224982,476,C
Eskort BBQ Spare Ribs Pre-Cooked 1kg FR,17294.73,126.0,126.0,58,93778250.08000012,95.4169563652472,477,C
Creme Soda 440ml,17216.63,1309.0,575.96,724,93795466.71000011,95.43447384325584,478,C
Clover IWS Cheese Cheddar 180g,17088.19,574.0,103.32,385,93812554.90000011,95.4518606368695,479,C
Tonkies Crumbed Potato and Bacon Balls 400 g,17061.239999999998,441.0,176.4,265,93829616.1400001,95.46922000955162,480,C
Deboned Prime Rib Roast with Paprika P/Kg,16842.93,135.0,156.38,114,93846459.07000011,95.4863572574263,481,C
Champion French Polony 4 x 2.5kg,16775.62,69.0,690.0,23,93863234.69000012,95.50342601910798,482,C
Econo Hamper Combo,16747.13,59.0,0.0,49,93879981.82000011,95.52046579294775,483,C
Bonaqua Peach 750ml,16729.79,1143.0,857.25,819,93896711.61000012,95.53748792378371,484,C
Hamper 19 Combo,16721.059999999998,66.0,0.0,58,93913432.67000012,95.55450117206932,485,C
Eskort Cheesy Pork Schnitzels 525g,16702.11,230.0,120.14,158,93930134.78000012,95.57149513921756,486,C
Powerade Energy Drink Jagged Ice 500ml,16581.96,1362.0,1362.0,678,93946716.74000011,95.58836685683247,487,C
Jimmys Smokey BBQ 750ml,16581.16,308.0,231.0,268,93963297.90000011,95.60523776046796,488,C
BC - Pepsi Max 2Lt,16557.21,1161.0,2322.0,665,93979855.1100001,95.62208429559472,489,C
Smoked BBQ Marinated Loin Rib P/Kg,16330.87,197.0,170.8,77,93996185.98000011,95.63870053559566,490,C
Vienna 2Kg Promo,16327.78,313.0,0.0,51,94012513.76000011,95.6553136316011,491,C
Clover IWS Cheese Cheddar 400gr,16310.51,268.0,107.2,147,94028824.27000012,95.67190915582593,492,C
Eskort Chutney Sauce 500ml,16283.199999999999,552.0,276.0,330,94045107.47000012,95.6884768928285,493,C
Switch - Cranberry & Cherry 500ml,16059.85,1543.0,771.5,768,94061167.32000011,95.70481737695329,494,C
Dagbreek Choc Chip 350g Biscuits,16047.960000000001,503.0,176.04999999999998,381,94077215.2800001,95.72114576330901,495,C
Flingas Crumbed Pork Fingers 400 g,15853.41,430.0,172.0,267,94093068.6900001,95.73727620004588,496,C
Rindless Back Bacon 5 x 1kg,15835.73,29.0,145.0,3,94108904.4200001,95.75338864783771,497,C
Switch Element 500ml,15779.25,1427.0,713.5,923,94124683.6700001,95.76944362868286,498,C
Maynards Fruity Flavoured Jelly Beans 60g,15778.82,943.0,56.58,652,94140462.4900001,95.78549817201407,499,C
Crunchie 40g,15763.07,1098.0,43.92,768,94156225.56000009,95.80153669012556,500,C
Beef Burger 500g PROMO Combo,15737.67,181.0,0.0,57,94171963.2300001,95.81754936439064,501,C
Sauce - Jimmy's Shisanyama 750ml,15667.87,295.0,221.25,259,94187631.1000001,95.83349101895182,502,C
Crown National Spice Texan Steak 200g,15641.220000000001,546.0,109.2,435,94203272.3200001,95.84940555782374,503,C
Eskort Sticky Asian Pork Belly Cubes 600g,15630.970000000001,157.0,94.2,117,94218903.2900001,95.86530966758443,504,C
Eskort Bulk Pork Stewing Meat 3kg,15611.38,61.0,183.0,52,94234514.67000009,95.88119384502419,505,C
Switch - Bok Can 500ml,15554.04,1405.0,702.5,940,94250068.7100001,95.89701968048942,506,C
Spath's Salami Zigeuner kg,15540.19,351.0,50.980000000000004,250,94265608.9000001,95.91283142393603,507,C
Box Combo Deal,15477.32,89.0,0.0,62,94281086.22000009,95.9285791987754,508,C
Jimmy's Sauces Steakhouse 375ml,15453.849999999999,650.0,245.91,508,94296540.07000008,95.9443030934937,509,C
Miami - Mango Atchar (Mild) 400g,15431.570000000002,439.0,175.60000000000002,384,94311971.64000008,95.96000431888531,510,C
American hot dog combo,15420.77,169.0,0.0,81,94327392.41000007,95.97569455555482,511,C
Fanta Grape 440ml,15346.13,1214.0,534.16,709,94342738.54000007,95.99130884794496,512,C
Eskort Zesty Citrus Pork Fillets p/kg,15274.45,182.0,148.59,142,94358012.99000007,96.00685020777958,513,C
Pepsi Max 500ml,15198.550000000001,1430.0,715.0,840,94373211.54000007,96.02231434131724,514,C
Chief Polony 1Kg Combo Deal,14867.72,228.0,0.0,112,94388079.26000006,96.03744186384276,515,C
Crown National - PAPRIKA GROUND 150G,14807.96,570.0,85.5,419,94402887.22000006,96.05250858210603,516,C
Clover Aquartz Still Water 750ml,14787.18,1001.0,1001.0,669,94417674.40000007,96.06755415725404,517,C
Meal Deal Combo 1 EXACT COMBO,14781.800000000001,112.0,0.0,63,94432456.20000006,96.08259425839046,518,C
Red Viennas 12 x 500g,14721.55,50.0,300.0,44,94447177.75000006,96.09757305670222,519,C
Jimmy's Chip and Burger 375ml,14535.74,354.0,134.22,324,94461713.49000005,96.11236279812022,520,C
RTE: Chicken Liver P/Kg,14383.69,408.0,249.34,288,94476097.18000005,96.12699783257575,521,C
Sauce-a-licious Chillinaise 500ml,14378.13,331.0,165.5,288,94490475.31000005,96.14162720987436,522,C
Eskort Family Braai Box P/Kg UP,14374.08,83.0,124.85,72,94504849.39000005,96.15625246640218,523,C
Tootsies Crumbed Pork Nuggets 400 g,14333.17,376.0,150.4,259,94519182.56000005,96.1708360980577,524,C
Eskort Chicken Vienna 10 x 125g,14280.43,150.0,187.5,66,94533462.99000005,96.18536606812033,525,C
BC - Pepsi Cola 330ml,14246.89,1939.0,639.87,1124,94547709.88000005,96.199861912096,526,C
Toplay Combo,14165.14,36.0,0.0,23,94561875.02000006,96.21427457755024,527,C
Qualifresh Crushed Garlic Tub - 250g,14090.039999999999,589.0,206.14999999999998,492,94575965.06000006,96.22861083068696,528,C
Crumbed Chicken Burgers 960g (FLAND),14042.0,170.0,170.0,87,94590007.06000006,96.24289820435983,529,C
Chicken Hamper Combo Deal,14027.970000000001,75.0,0.0,53,94604035.03000006,96.25717130286871,530,C
Chilli Loaf 2.5kg,13996.32,75.0,187.5,37,94618031.35000005,96.27141219831701,531,C
Jalapeno Pork Sausages 375g,13903.61,339.0,128.26,256,94631934.96000005,96.2855587637259,532,C
Nou Gaan Ons Braai Sticky Chicken Sauce 750ml,13895.74,295.0,0.0,226,94645830.70000005,96.29969732161231,533,C
Chief Chicken Crumbed Schnitzels 1Kg,13833.47,160.0,160.0,89,94659664.17000005,96.31377252137607,534,C
Clover Aquartz Mineral Water Sparkling 1.5 lt,13831.77,827.0,1240.5,638,94673495.94000004,96.32784599143353,535,C
Deli Mini Cheese Griller 6 x 1kg,13811.5,25.0,150.0,13,94687307.44000004,96.34189883728762,536,C
Pig Trotters Sliced 10 x 2 Kg,13805.26,32.0,640.0,5,94701112.70000005,96.35594533410226,537,C
Stoney 2L,13782.62,561.0,1122.0,421,94714895.32000005,96.36996879529947,538,C
Miami - Vegetable Atchar (Hot) 380g,13647.86,388.0,147.44,332,94728543.18000005,96.3838551416643,539,C
ROYAL KALAHARI SALT & PEPPER 400g,13522.79,382.0,152.8,313,94742065.97000006,96.39761423252241,540,C
Toplay Large 18's Eggs,13509.710000000001,330.0,365.19000000000005,236,94755575.68000005,96.41136001481712,541,C
Powerade Island Burst 500ml,13493.81,962.0,481.0,651,94769069.49000005,96.42508961927095,542,C
Eskort Crumbed Pork Pieces 1.5kg,13426.77,100.0,150.0,88,94782496.26000005,96.43875101224985,543,C
Dagbreek Ginger 350g Biscuits,13400.92,423.0,148.04999999999998,330,94795897.18000005,96.4523861035189,544,C
Sprite 2L,13348.02,559.0,1118.0,375,94809245.20000005,96.46596737039918,545,C
Eskort Sliced Pepperoni Loaf 180g,13306.53,676.0,121.67999999999999,397,94822551.73000005,96.47950642227208,546,C
Pre-Cooked Marinated Cocktail Ribs  6 x 1Kg,13304.970000000001,30.0,180.0,5,94835856.70000005,96.49304388688513,547,C
Econo Burger Combo,13303.62,85.0,0.0,34,94849160.32000005,96.50657997790792,548,C
Nou Gaan Ons Braai Ext Hot Peri-Peri Sauce 750ml,13279.52,241.0,0.0,206,94862439.84000005,96.52009154780082,549,C
Pork Fat Cutting Fat without Rind,13272.1,342.0,358.3,5,94875711.94000004,96.53359556803467,550,C
Heidelberger Boerewors P/Kg,13162.99,197.0,132.81,139,94888874.93000004,96.54698857165111,551,C
BC - Pepsi Cola 600ml,13112.59,955.0,573.0,427,94901987.52000004,96.56033029456447,552,C
Switch - Jelly Babies 500ml,13049.67,1185.0,592.5,766,94915037.19000004,96.57360799799686,553,C
Feed The Future,13043.68,14254.0,14055.0,441,94928080.87000005,96.58687960675839,554,C
Tomahawk Mega Chops Per kg,12851.39,132.0,116.74,79,94940932.26000005,96.5999555653929,555,C
Water Still Bonaqua 1.5l,12679.03,833.0,833.0,383,94953611.29000005,96.61285615216256,556,C
"Spice B.B.Q Fiesta 200g, Crown National",12633.749999999998,632.0,126.4,503,94966245.04000005,96.62571066769735,557,C
Eskort Country Style Griller 500g,12628.14,301.0,150.5,86,94978873.18000005,96.63855947520152,558,C
Pastrami Roast (BBQ Rub) P/Kg,12556.87,93.0,104.78,73,94991430.05000006,96.65133576731458,559,C
Mini Griller Combo,12555.34,147.0,0.0,77,95003985.39000006,96.66411050269201,560,C
Chief Chicken Crumbed Pops 1Kg,12520.61,144.0,144.0,74,95016506.00000006,96.67684990118812,561,C
Clover Aquartz Still Water 500ml,12485.94,1105.0,552.5,776,95028991.94000006,96.68955402385134,562,C
Crown National Six Gun Grill Shaker 100g,12452.269999999999,613.0,61.300000000000004,482,95041444.21000005,96.70222388815596,563,C
Soft Drink Schweppes 1L Tonic Water,12450.46,1082.0,1082.0,218,95053894.67000005,96.71489191083215,564,C
Sunbake Sliced Bread White 700g,12445.99,716.0,501.2,377,95066340.66000004,96.72755538539836,565,C
Sliced Sandwich Ham MAP 125g,12443.61,585.0,72.98,294,95078784.27000004,96.74021643837581,566,C
Bosveld - Briquettes 4Kg,12442.4,244.0,976.0,192,95091226.67000005,96.7528762602094,567,C
Mediterranean Pork Sausages 375g,12436.44,300.0,113.2,157,95103663.11000004,96.76553001789637,568,C
BC - Mountain Dew 2Lt,12433.16,799.0,1598.0,542,95116096.27000004,96.77818043826771,569,C
Curry Brawn 12 x 500g,12341.34,41.0,246.0,35,95128437.61000004,96.79073743415178,570,C
Nou Gaan Ons Braai Basting Sauce 750ml,12336.45,247.0,0.0,199,95140774.06000005,96.80328945458668,571,C
EDFP - Chopped Ham Roll 500g,12259.86,141.0,0.0,99,95153033.92000005,96.81576354666736,572,C
Mini Ham 500g Promo,12259.47,153.0,0.0,83,95165293.39000005,96.82823724193308,573,C
Maynards EnerJelly Mini Babies 60g,12255.970000000001,727.0,43.62,435,95177549.36000004,96.84070737603886,574,C
Breakfast Hamper Combo,12234.48,41.0,0.0,34,95189783.84000005,96.85315564462265,575,C
IW Pork Loin Chops P/Kg (+-6kg),12193.67,25.0,147.15,23,95201977.51000005,96.86556239008152,576,C
Sliced Gypsy Ham MAP 125g,12167.449999999999,563.0,71.48,302,95214144.96000005,96.87794245736511,577,C
Meal Deal Combo 4 EXACT COMBO,12155.03,180.0,0.0,68,95226299.99000005,96.89030988761827,578,C
Smashies Mini Pork Sliders 400 g,11946.369999999999,323.0,129.20000000000002,208,95238246.36000006,96.90246501169065,579,C
RTE: 500g Mini Ribs & 400g Chips,11924.35,187.0,3.0,96,95250170.71000005,96.91459773097965,580,C
Beef Sticks (J) P/Kg,11857.31,394.0,27.26,207,95262028.02000006,96.92666223879371,581,C
Crown National - PEPPER BLACK GROUND 150G,11856.86,296.0,44.4,266,95273884.88000005,96.93872628874435,582,C
RTE: Pork Rashers P/kg,11783.66,362.0,74.65,190,95285668.54000005,96.95071585957857,583,C
Pepper & Feta Pork Sausages 375g,11729.36,284.0,107.31,202,95297397.90000005,96.96265018156002,584,C
Bosveld - Charcoal 4Kg,11684.14,257.0,1028.0,204,95309082.04000005,96.97453849335508,585,C
Miami - Vegetable Atchar (Mild) 380g,11663.17,331.0,125.78,297,95320745.21000005,96.98640546871472,586,C
Clover Krush 100% Fruit Juice Cranberry 500ml,11651.0,524.0,262.0,355,95332396.21000005,96.99826006141254,587,C
Fresh Pork Neck Roll p/kg,11631.73,75.0,105.46,61,95344027.94000006,97.0100950473812,588,C
Switch Original 500ml,11585.0,1039.0,519.5,732,95355612.94000006,97.02188248677732,589,C
Eskort Pork Belly Roast Spice P/Kg,11581.68,112.0,94.37,86,95367194.62000006,97.03366654815886,590,C
Spice Safari Biltong Seasoning Crown National 200g,11576.880000000001,533.0,533.0,410,95378771.50000006,97.04544572566391,591,C
Sliced Sandwich Ham MAP 250g,11564.789999999999,377.0,93.5,211,95390336.29000007,97.05721260190506,592,C
Olive Pride Blend 1 litre,11503.220000000001,115.0,115.0,109,95401839.51000006,97.06891683225552,593,C
Sunbake Sliced Bread Brown 700g,11498.97,605.0,423.5,360,95413338.48000006,97.08061673834035,594,C
Crumbed Chicken Strips 1Kg (FLAND),11481.4,139.0,139.0,72,95424819.88000007,97.0922987674023,595,C
RTE Combo 11: 2 x Cheese Grillers & Chips 200g,11441.17,392.0,0.0,174,95436261.05000007,97.10393986347444,596,C
Reboost Energy Normal 500ml,11416.84,1102.0,551.0,757,95447677.89000008,97.1155562043976,597,C
KALAHARI PEPPER GRINDER 50g,11352.890000000001,322.0,16.1,279,95459030.78000008,97.12710747784136,598,C
Liver Spread 20 x 500g,11322.71,33.0,330.0,31,95470353.49000007,97.13862804391168,599,C
Cooked and Smoked Loin Gammon 1Kg,11263.65,100.0,100.0,77,95481617.14000008,97.15008851795174,600,C
Reboost Dry Lemon Burst 500ml,11246.66,1086.0,543.0,774,95492863.80000007,97.16153170510397,601,C
Eskort Loin Chops VSP p/kg,11040.2,195.0,90.67,116,95503904.00000007,97.17276482451881,602,C
Catercorp Juice Lemon 500ml,11036.47,635.0,317.5,505,95514940.47000007,97.18399414875464,603,C
Pork Belly Roast Rindless P/kg,10972.59,88.0,104.21,66,95525913.06000008,97.1951584767342,604,C
Pork Chops B/I R/L p/kg,10924.98,256.0,120.5,150,95536838.04000008,97.20627436276389,605,C
Super C Energy Drink 500ml,10821.26,1015.0,507.5,603,95547659.30000009,97.21728471636247,606,C
Mague Nr 1 Smooth Creamy Vanilla 1L,10744.859999999999,412.0,412.0,341,95558404.16000009,97.22821733492697,607,C
Sauces Mustard H-SQ 500ml,10717.44,437.0,218.5,377,95569121.60000008,97.23912205434704,608,C
Eskort Sliced Trotters 10Kg,10712.67,39.0,390.0,20,95579834.27000009,97.25002192041484,609,C
Eskort Smoked Vienna 10 x 125g,10669.65,141.0,176.25,64,95590503.92000009,97.26087801473963,610,C
Executive Hamper Combo,10543.16,31.0,0.0,30,95601047.08000009,97.27160540874425,611,C
Meal Deal Combo 2 EXACT COMBO,10511.73,143.0,0.0,57,95611558.81000009,97.28230082353264,612,C
Clover Krush Cranberry 1Lt,10510.2,540.0,540.0,237,95622069.0100001,97.29299468158537,613,C
Crown National Spice Braai 200g,10465.86,548.0,109.60000000000001,414,95632534.8700001,97.30364342482906,614,C
BC - Mirinda 2Lt Orange,10461.86,721.0,1442.0,448,95642996.7300001,97.3142880981757,615,C
Grapetizer 275ml,10440.87,541.0,150.28,377,95653437.6000001,97.32491141473743,616,C
BC - Pepsi Max 330ml,10434.210000000001,1453.0,479.49,951,95663871.81000009,97.33552795492054,617,C
Bacon Cutts 200g Combo,10433.81,120.0,0.0,45,95674305.6200001,97.34614408811393,618,C
Pork Fingers Combo Deal,10259.68,148.0,0.0,75,95684565.3000001,97.35658304851303,619,C
Onion 7kg C2,10233.13,158.0,1106.0,37,95694798.4300001,97.3669949949703,620,C
Krush Juice 100% 6 Fruits & Vitamins 1Lt,10230.2,509.0,509.0,305,95705028.6300001,97.37740396022797,621,C
Kiddos Combo Deal,10190.550000000001,96.0,0.0,57,95715219.1800001,97.38777258263092,622,C
Creme Soda 2L,10187.26,478.0,956.0,347,95725406.4400001,97.3981378575435,623,C
Deboned Smoked Prime Rib Roast P/Kg,10124.12,65.0,83.39,57,95735530.5600001,97.40843888913082,624,C
BC - Refreshhh 2Lt Ginger Beer,10118.869999999999,773.0,1546.0,559,95745649.43000011,97.41873457897823,625,C
Double Smoked Diced Bacon 500g,10115.75,206.0,103.0,48,95755765.18000011,97.42902709430592,626,C
Pickled Mini Hocks per kg,10043.02,120.0,106.17,79,95765808.2000001,97.43924560873008,627,C
RTE: Half Chicken & 200g Chips,10039.050000000001,231.0,82.64,138,95775847.2500001,97.44946008378139,628,C
Eskort Mini Frikkadels Cape Malay 450g,10035.48,214.0,96.3,142,95785882.73000011,97.45967092644958,629,C
Eskort Monkey Gland Bacon Burger 500g,9991.5,227.0,113.0,131,95795874.23000011,97.46983702059944,630,C
Maynards Mini Wine Gums 60g,9945.0,589.0,35.339999999999996,359,95805819.23000011,97.47995580219585,631,C
Krambals - Creamy Cheese 70g,9938.28,356.0,24.92,248,95815757.51000011,97.49006774636517,632,C
Sauces Retail Prego - 500ml,9915.1,242.0,121.0,216,95825672.6100001,97.50015610548095,633,C
Soft Drink Swhweppes Dry Lemon 1Lt,9907.58,741.0,741.0,297,95835580.1900001,97.51023681319025,634,C
BC - Pepsi Light 2Lt,9878.02,626.0,1252.0,437,95845458.2100001,97.52028744436016,635,C
Valpre Spring Water 500ml,9850.99,832.0,416.0,565,95855309.20000009,97.53031057320062,636,C
Fanta Orange 2L,9844.35,420.0,840.0,283,95865153.55000009,97.54032694601193,637,C
Bacon Roll 4 x 2.5kg,9837.380000000001,12.0,120.0,8,95874990.93000008,97.55033622702759,638,C
Beef Chilli Bites (J) P/Kg,9768.539999999999,259.0,22.51,156,95884759.47000009,97.56027546511464,639,C
Maynards Jelly Babies 75g,9742.24,590.0,45.7,384,95894501.71000008,97.57018794362844,640,C
Eskort  Kapana Polony 80g,9588.67,690.0,272.40000000000003,293,95904090.38000008,97.5799441686189,641,C
Mongola Polony 500g,9515.39,637.0,318.5,285,95913605.77000009,97.58962583309496,642,C
